"NTSB_RPRT_NBR","ACFT_REGIST_NBR","ACFT_SERIAL_NBR","EV_TYPE_DESC","EVENT_LCL_DATE","LOC_STATE_CODE_STD","ARPT_NAME_STD","FLTCNDCT_DESC","OPRTR_SCHED_DESC","OPRTR_NSDC_NAME_STD","ACFT_NSDC_MAKE_STD","ACFT_NSDC_MODEL_STD","ACFT_NSDC_SERIES_STD","REPORT_STATUS","INJURY_DESC","FLIGHT_PHASE_DESC"
"FTW89DRD04","N8699H","1476","ACCIDENT","23-MAY-89","LA","","PART 137: AGRICULTURAL","UNKNOWN","BOBS FLYING SERVICE","GRUMMAN","G164","A","FINAL","NONE","TAKEOFF"
"FTW89DRD05","N5267","590","ACCIDENT","29-MAY-89","LA","","PART 137: AGRICULTURAL","UNKNOWN","BROUSSARD FLYING SERVICE","GRUMMAN","G164","A","FINAL","MINOR","MANEUVERING"
"FTW89DRD06","N6693Q","212B","ACCIDENT","06-JUN-89","LA","","PART 137: AGRICULTURAL","UNKNOWN","YOUNG FLYERS LLC","GRUMMAN","G164","B","FINAL","NONE","APPROACH"
"FTW89DRD07","N8916H","1613","ACCIDENT","15-JUN-89","LA","","PART 137: AGRICULTURAL","UNKNOWN","LEWIS FLYING AND MAINTENANCE SVC","GRUMMAN","G164","A","FINAL","NONE","LANDING"
"FTW89DRD08","N48592","74B","ACCIDENT","16-JUN-89","LA","","PART 137: AGRICULTURAL","UNKNOWN","HARRINGTON FLYING SERVICE INC","GRUMMAN","G164","B","FINAL","MINOR","TAKEOFF"
"FTW89DRD09","N602Y","227","ACCIDENT","23-JUN-89","LA","","PART 137: AGRICULTURAL","UNKNOWN","TELL AG SERVICE","GRUMMAN","G164","A","FINAL","NONE","LANDING"
"FTW89DRD10","N8341K","35C","ACCIDENT","30-JUN-89","LA","","PART 137: AGRICULTURAL","UNKNOWN","BONNE IDEE AERO SERVICES INC","GRUMMAN","G164","B","FINAL","FATAL","TAXI"
"FTW89DRD11","N48377","1541","ACCIDENT","19-JUL-89","LA","FARM STRIP","PART 137: AGRICULTURAL","UNKNOWN","LOUISIANA FLYERS INC","GRUMMAN","G164","A","FINAL","NONE","TAKEOFF"
"FTW89DRD12","N8172K","600B","ACCIDENT","29-JUL-89","LA","","PART 137: AGRICULTURAL","UNKNOWN","AIR FARM INC","GRUMMAN","G164","B","FINAL","NONE","LANDING"
"FTW89DRD13","N90463","6669","ACCIDENT","22-AUG-89","LA","","PART 137: AGRICULTURAL","UNKNOWN","FARMERS FLYING SERVICE","BELL","47G","3B1","FINAL","NONE","TAKEOFF"
"FTW89DRD14","N7498","945","ACCIDENT","08-SEP-89","LA","","PART 137: AGRICULTURAL","UNKNOWN","TERRY FLYING SERVICE INC","GRUMMAN","G164","A","FINAL","NONE","LANDING"
"FTW89DRD15","N5511S","188-0011","ACCIDENT","21-SEP-89","LA","","PART 137: AGRICULTURAL","UNKNOWN","","CESSNA","188","UNDESIGNATED SERIES","FINAL","SERIOUS","MANEUVERING"
"FTW89DRD16","N2AT","SM-001","ACCIDENT","23-SEP-89","LA","FRANKLINTON","PART 91: GENERAL AVIATION","","","LONG","MIDGET MUSTANG","NO SERIES EXISTS","FINAL","SERIOUS","LANDING"
"FTW89DRG01","N3S","200","ACCIDENT","06-OCT-88","TX","VISNAW LAKE","PART 91: GENERAL AVIATION","","","PITTS","S1","UNDESIGNATED SERIES","FINAL","NONE","LANDING"
"FTW89DRG02","N67921","21857","ACCIDENT","08-OCT-88","TX","RIO GRANDE VALLEY INTL","PART 91: GENERAL AVIATION","","CONFEDERATE AIR FORCE","DOUGLAS","A20","G","FINAL","FATAL","MANEUVERING"
"FTW89DRG04","N7501Q","813-B","ACCIDENT","02-AUG-89","TX","","PART 91: GENERAL AVIATION","","RICELAND FLYING SERVICE","GRUMMAN","G164","B","FINAL","NONE","LANDING"
"FTW89DRG05","N4591","1066","ACCIDENT","06-MAY-89","TX","","PART 91: GENERAL AVIATION","","","GRUMMAN","G164","UNDESIGNATED SERIES","FINAL","NONE","LANDING"
"FTW89DRG06","N58228","290771","ACCIDENT","18-MAY-89","TX","","PART 91: GENERAL AVIATION","","","HUGHES","269C","UNDESIGNATED SERIES","FINAL","FATAL","MANEUVERING"
"FTW89DRG07","N731ST","18803125T","ACCIDENT","20-MAY-89","TX","","PART 137: AGRICULTURAL","UNKNOWN","TORKELSON, CHARLES A","CESSNA","A188","B","FINAL","NONE","LANDING"
"FTW89DRG08","N4448S","301-0078","ACCIDENT","27-JUN-89","TX","","PART 137: AGRICULTURAL","UNKNOWN","FARM SERVICES INC","AIR TRACTOR","AT301","NO SERIES EXISTS","FINAL","NONE","TAKEOFF"
"FTW89DRG09","N123WP","195","INCIDENT","14-AUG-89","TX","AUSTIN AIR RANCH","PART 91: GENERAL AVIATION","","","BUSHBY","MUSTANG II","NO SERIES EXISTS","FINAL","NONE","MANEUVERING"
"FTW89DRG10","N14LU","A194","ACCIDENT","16-SEP-89","TX","LOUIS SCHRIENER FIELD","PART 91: GENERAL AVIATION","","","ZENAIR","CH200","NO SERIES EXISTS","FINAL","FATAL","LANDING"
"FTW89DRJ01","N3893J","15065193","ACCIDENT","07-AUG-89","OK","","PART 91: GENERAL AVIATION","","","CESSNA","150","UNDESIGNATED SERIES","FINAL","SERIOUS","MANEUVERING"
"FTW89FA006","N79373","0583","ACCIDENT","22-OCT-88","TX","","PART 91: GENERAL AVIATION","","","MOONEY","M20E","NO SERIES EXISTS","FINAL","FATAL","DESCENT"
"FTW89FA007","N91BB","31-141","ACCIDENT","16-OCT-88","TX","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","TEXAS AIR CHARTER INC","PIPER","PA31","350","FINAL","NONE","LANDING"
"FTW89FA012","N60819","0759-8062149","ACCIDENT","02-NOV-88","TX","HOUSTON INTERCONTINENTAL","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","CONROE AVIATION SERVICES INC","PIPER","PA60","601P","FINAL","FATAL","APPROACH"
"FTW89FA013","N355EH","5137","ACCIDENT","04-NOV-88","GM","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","ERA AVIATION INC","AEROSPATIALE","AS355","F1","FINAL","FATAL","DESCENT"
"FTW89FA015","N5913J","A1500213","ACCIDENT","06-NOV-88","TX","","PART 91: GENERAL AVIATION","","","CESSNA","A150","K","FINAL","FATAL","MANEUVERING"
"FTW89FA022","N63537","15077381","ACCIDENT","18-NOV-88","TX","","PART 91: GENERAL AVIATION","","ACME SCHOOL OF AERONAUTICS","CESSNA","150","M","FINAL","FATAL","DESCENT"
"FTW89FA023","N6639R","E-1534","ACCIDENT","19-NOV-88","OK","WILL ROGERS WORLD","PART 91: GENERAL AVIATION","","","BEECH","36","A36","FINAL","FATAL","LANDING"
"FTW89FA024","N5337S","337-0437","ACCIDENT","24-NOV-88","TX","PARKER COUNTY","PART 91: GENERAL AVIATION","","","CESSNA","337","A","FINAL","FATAL","DESCENT"
"FTW89FA025","N2301K","5028","ACCIDENT","26-NOV-88","TX","","PART 91: GENERAL AVIATION","","","LUSCOMBE","8","E","FINAL","FATAL","APPROACH"
"FTW89FA028","N2379V","38-82A0060","ACCIDENT","03-DEC-88","TX","DAVID WAYNE HAWKS MEM.","PART 91: GENERAL AVIATION","","TRAVEL AIR","PIPER","PA38","112","FINAL","FATAL","DESCENT"
"FTW89FA037","N1530Z","CD418","ACCIDENT","06-JAN-89","TX","","PART 91: GENERAL AVIATION","","","BEECH","33","35 33","FINAL","FATAL","CRUISE"
"FTW89FA042","N6757G","15072257","ACCIDENT","18-JAN-89","LA","","PART 91: GENERAL AVIATION","","","CESSNA","150","L","FINAL","FATAL","DESCENT"
"FTW89FA049","N7025L","7025","ACCIDENT","13-FEB-89","TX","","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","U S JET INC","MBB","BK117","A1","FINAL","FATAL","DESCENT"
