"NTSB_RPRT_NBR","ACFT_REGIST_NBR","ACFT_SERIAL_NBR","EV_TYPE_DESC","EVENT_LCL_DATE","LOC_STATE_CODE_STD","ARPT_NAME_STD","FLTCNDCT_DESC","OPRTR_SCHED_DESC","OPRTR_NSDC_NAME_STD","ACFT_NSDC_MAKE_STD","ACFT_NSDC_MODEL_STD","ACFT_NSDC_SERIES_STD","REPORT_STATUS","INJURY_DESC","FLIGHT_PHASE_DESC"
"CHI02LA062","N4047M","91","ACCIDENT","12-JAN-02","MN","RUSH CITY RGNL","PART 91: GENERAL AVIATION","","","AVID","AVID FLYER","NO SERIES EXISTS","FINAL","FATAL","TAKEOFF"
"CHI02LA063","N4217S","D9968","ACCIDENT","13-JAN-02","IL","COLES COUNTY MEMORIAL","PART 91: GENERAL AVIATION","","","BEECH","35","V35B","FINAL","NONE","EMERGENCY DESCENT/LANDING"
"CHI02LA064","N71677","3104","ACCIDENT","18-JAN-02","NE","WAHOO MUNI","PART 91: GENERAL AVIATION","","","LUSCOMBE","8","A","FINAL","NONE","LANDING - ROLL"
"CHI02LA065","N7113K","18-332","ACCIDENT","20-JAN-02","MN","LEADERS CLEAR LAKE","PART 91: GENERAL AVIATION","","","PIPER","PA18","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"CHI02LA066","N4785U","21064816","ACCIDENT","22-JAN-02","IL","CHICAGO MIDWAY INTL","PART 91: GENERAL AVIATION","","SATELLITE AERO INC","CESSNA","T210","N","FINAL","NONE","TAKEOFF"
"CHI02LA068","N9248D","22-6308","ACCIDENT","21-JAN-02","IA","IOWA FALLS MUNI","PART 91: GENERAL AVIATION","","","PIPER","PA22","160","FINAL","NONE","LANDING - ROLL"
"CHI02LA069","N754NW","47178-323","ACCIDENT","24-JAN-02","IN","INDIANAPOLIS INTL","PART 121: AIR CARRIER","SCHEDULED","NORTHWEST AIRLINES INC","DOUGLAS","DC9","41","FINAL","SERIOUS","STANDING - STARTING ENGINE(S)"
"CHI02LA070","N4002B","75-30761","ACCIDENT","27-JAN-02","MN","CHANDLER FIELD","PART 91: GENERAL AVIATION","","","BELLANCA","1730","A","FINAL","FATAL","DESCENT - UNCONTROLLED"
"CHI02LA071","N350NW","CE-753","ACCIDENT","26-JAN-02","IN","MONROE COUNTY","PART 91: GENERAL AVIATION","","","BEECH","33","F33A","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI02LA072","N841KS","M1812","ACCIDENT","28-JAN-02","KS","SALINA MUNI","PART 91: GENERAL AVIATION","","KANSAS STATE UNIVERSITY - SALINA","BEECH","23","UNDESIGNATED SERIES","FINAL","NONE","LANDING"
"CHI02LA073","N56729","32-7440022","ACCIDENT","28-JAN-02","NE","BRENNER FIELD","PART 91: GENERAL AVIATION","","","PIPER","PA32","300","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI02LA075","N66MT","42-5501009","ACCIDENT","30-JAN-02","IA","AMES MUNI","PART 91: GENERAL AVIATION","","","PIPER","PA42","720","FINAL","NONE","APPROACH - FINAL APPROACH FIX (FAF)/OUTER MARKER T"
"CHI02LA076","N733FT","17268267","ACCIDENT","05-FEB-02","IA","OTTUMWA RGNL","PART 91: GENERAL AVIATION","","OTTUMWA FLYING SERVICE INC","CESSNA","172","N","FINAL","NONE","TAKEOFF"
"CHI02LA077","N7025A","29125","ACCIDENT","09-FEB-02","IL","MANITO MITCHELL","PART 91: GENERAL AVIATION","","","CESSNA","172","UNDESIGNATED SERIES","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI02LA078","N66986","17275997","ACCIDENT","18-FEB-02","MI","DOWAGIAC MUNI","PART 91: GENERAL AVIATION","","","CESSNA","172","P","FINAL","MINOR","LANDING - ROLL"
"CHI02LA079","N1463F","172-54958-H","ACCIDENT","17-FEB-02","MN","WEBB LAKE","PART 91: GENERAL AVIATION","","","CESSNA","172","H","FINAL","NONE","GO-AROUND (VFR)"
"CHI02LA081","N5527R","17253106","ACCIDENT","17-FEB-02","WI","PRAIRIE DU CHIEN MUNI","PART 91: GENERAL AVIATION","","","CESSNA","172","F","FINAL","NONE","EMERGENCY LANDING"
"CHI02LA082","N3533L","18280992","ACCIDENT","23-FEB-02","IN","FRANKLIN FLYING FIELD","PART 91: GENERAL AVIATION","","","CESSNA","182","T","FINAL","NONE","LANDING"
"CHI02LA084","N26105","172S8812","ACCIDENT","23-FEB-02","WI","NEW HOLSTEIN MUNI","PART 91: GENERAL AVIATION","","UPSIDE DOWN AVIATION","CESSNA","172","S","FINAL","NONE","LANDING - ROLL"
"CHI02LA086","N274ND","2842074","ACCIDENT","21-FEB-02","ND","GRAND FORKS INTL","PART 91: GENERAL AVIATION","","UNIVERSITY OF NORTH DAKOTA","PIPER","PA28","161","FINAL","NONE","TAXI - FROM LANDING"
"CHI02LA087","N64AE","18255970","ACCIDENT","08-MAR-02","MO","WEST PLAINS RGNL","PART 91: GENERAL AVIATION","","AIR EVAC EMS INC","CESSNA","182","H","FINAL","NONE","CRUISE"
"CHI02LA089","N5985C","D3410","ACCIDENT","04-MAR-02","IA","ANKENY RGNL","PART 91: GENERAL AVIATION","","","BEECH","35","D35","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI02LA090","N3090F","18257190","ACCIDENT","12-MAR-02","IL","CAPITAL","PART 91: GENERAL AVIATION","","","CESSNA","182","J","FINAL","NONE","TAXI - FROM LANDING"
"CHI02LA091","N29RG","5229","ACCIDENT","13-MAR-02","WI","LAWRENCE J TIMMERMAN","PART 91: GENERAL AVIATION","","","PITTS","S2","B","FINAL","MINOR","CLIMB - TO CRUISE"
"CHI02LA092","N5111H","15284062","ACCIDENT","13-MAR-02","IL","","PART 91: GENERAL AVIATION","","","CESSNA","152","NO SERIES EXISTS","FINAL","NONE","CRUISE"
"CHI02LA095","N9763","1251","ACCIDENT","20-MAR-02","IA","","PART 137: AGRICULTURAL","","TODDS FLYING SERVICE INC","GRUMMAN","G164","A","FINAL","SERIOUS","MANEUVERING - AERIAL APPLICATION"
"CHI02LA096","N170PS","20152","ACCIDENT","22-MAR-02","MO","GAINESVILLE MEMORIAL","PART 91: GENERAL AVIATION","","","CESSNA","170","A","FINAL","NONE","LANDING - ROLL"
"CHI02LA098","N6156D","22-4803","ACCIDENT","29-MAR-02","KS","RUSSELL MUNI","PART 91: GENERAL AVIATION","","","PIPER","PA22","150","FINAL","NONE","TAXI"
"CHI02LA099","N9103Q","4608027","ACCIDENT","31-MAR-02","MN","SOUTH ST PAUL MUNI-RICHARD E FLEMING FLD","PART 91: GENERAL AVIATION","","","PIPER","PA46","310P","FINAL","NONE","CLIMB"
"CHI02LA100","N9184F","46-8408068","ACCIDENT","07-APR-02","MN","","PART 91: GENERAL AVIATION","","","PIPER","PA46","310P","FINAL","NONE","DESCENT"
"CHI02LA101","N2258L","M1893","ACCIDENT","04-APR-02","MO","KAHOKA MUNI","PART 91: GENERAL AVIATION","","","BEECH","23","C23","FINAL","MINOR","TAKEOFF - INITIAL CLIMB"
"CHI02LA102","N53066","17274677","ACCIDENT","09-APR-02","IA","COUNCIL BLUFFS MUNI","PART 91: GENERAL AVIATION","","","CESSNA","172","P","FINAL","MINOR","APPROACH - VFR PATTERN - FINAL APPROACH"
"CHI02LA103","N733PX","17268453","ACCIDENT","10-APR-02","WI","OUTAGAMIE COUNTY","PART 91: GENERAL AVIATION","","WEST BEND AIR","CESSNA","172","N","FINAL","NONE","TAKEOFF"
"CHI02LA104","N97JW","2103","ACCIDENT","14-APR-02","IN","","PART 91: GENERAL AVIATION","","","RUTAN","VARIEZE","NO SERIES EXISTS","FINAL","SERIOUS","LANDING"
"CHI02LA105","N96EB","001","ACCIDENT","09-APR-02","MO","","PART 91: GENERAL AVIATION","","","PIETENPOL","AIRCAMPER","NO SERIES EXISTS","FINAL","FATAL","MANEUVERING"
"CHI02LA106","N9060W","28-10655","ACCIDENT","31-MAR-02","IN","","PART 91: GENERAL AVIATION","","","PIPER","PA28","235","FINAL","NONE","EMERGENCY DESCENT/LANDING"
"CHI02LA107","N752AA","15279644","ACCIDENT","16-APR-02","MN","MAPLE LAKE MUNI","PART 91: GENERAL AVIATION","","CITATION AVIATION","CESSNA","152","NO SERIES EXISTS","FINAL","NONE","LANDING"
"CHI02LA108","N51HL","23","ACCIDENT","16-APR-02","MO","","PART 91: GENERAL AVIATION","","","","","","FINAL","MINOR","EMERGENCY DESCENT/LANDING"
"CHI02LA109","N3034A","32R-7987020","ACCIDENT","19-APR-02","IN","PORTER COUNTY RGNL","PART 91: GENERAL AVIATION","","","PIPER","PA32RT","300T","FINAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"CHI02LA111","N516AT","27972","ACCIDENT","18-APR-02","MO","LAMBERT-ST LOUIS INTL","PART 121: AIR CARRIER","SCHEDULED","ATA AIRLINES INC","BOEING","757","200","FINAL","SERIOUS","CRUISE"
"CHI02LA114","N563PU","2842105","ACCIDENT","23-APR-02","IN","PURDUE UNIVERSITY","PART 91: GENERAL AVIATION","","","PIPER","PA28","161","FINAL","NONE","APPROACH"
"CHI02LA115","N502CL","551-0002","ACCIDENT","01-APR-02","IL","LAKE IN THE HILLS","PART 91: GENERAL AVIATION","","NORTHERN ILLINOIS FLIGHT CENTER INC","CESSNA","551","NO SERIES EXISTS","FINAL","NONE","TAKEOFF"
"CHI02LA117","N411CT","411-0097","ACCIDENT","30-APR-02","MO","LEE'S SUMMIT MUNI","PART 91: GENERAL AVIATION","","","CESSNA","411","UNDESIGNATED SERIES","FINAL","SERIOUS","TAKEOFF"
"CHI02LA118","N6RP","12635","ACCIDENT","30-APR-02","WI","JOHN H BATTEN","PART 91: GENERAL AVIATION","","","CESSNA","120","NO SERIES EXISTS","FINAL","MINOR","APPROACH"
"CHI02LA119","N560RP","560-0158","ACCIDENT","25-APR-02","IL","LAKE IN THE HILLS","PART 91: GENERAL AVIATION","","EXECUTIVE JET MANAGEMENT INC","CESSNA","560","UNDESIGNATED SERIES","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI02LA121","N59JY","158","ACCIDENT","05-MAY-02","MI","JACK BARSTOW","PART 91: GENERAL AVIATION","","","","","","FINAL","FATAL","UNKNOWN"
"CHI02LA122","N2494B","38-79A0092","ACCIDENT","04-MAY-02","MI","HASTINGS","PART 91: GENERAL AVIATION","","AEROSKY AVIATION","PIPER","PA38","112","FINAL","NONE","LANDING"
"CHI02LA123","N36555","32R-7885194","ACCIDENT","25-APR-02","MO","VIBURNUM","PART 91: GENERAL AVIATION","","WOM AVIATION","PIPER","PA32RT","300","FINAL","NONE","LANDING"
"CHI02LA124","N8081E","185-02329","ACCIDENT","29-APR-02","WI","CUMBERLAND MUNI","PART 91: GENERAL AVIATION","","","CESSNA","185","UNDESIGNATED SERIES","FINAL","NONE","TAXI - FROM LANDING"
"CHI02LA125","N6422E","46522","ACCIDENT","03-MAY-02","SD","REDFIELD MUNI","PART 91: GENERAL AVIATION","","","CESSNA","172","UNDESIGNATED SERIES","FINAL","NONE","TAXI"
"CHI02LA126","N276U","28-7690384","ACCIDENT","10-MAY-02","IL","WOODLAKE LANDING","PART 91: GENERAL AVIATION","","","PIPER","PA28","181","FINAL","NONE","LANDING - ROLL"
"CHI02LA127","N1199L","0033","ACCIDENT","04-MAY-02","MI","COLEMAN A. YOUNG MUNI","PART 91: GENERAL AVIATION","","","CESSNA","310","L","FINAL","NONE","LANDING"
"CHI02LA128","N552TZ","32586","ACCIDENT","11-MAY-02","IL","CHICAGO MIDWAY INTL","PART 121: AIR CARRIER","SCHEDULED","ATA AIRLINES INC","BOEING","757","33N","FINAL","NONE","TAXI - PUSHBACK/TOW"
"CHI02LA129","N357TC","21062456","ACCIDENT","10-MAY-02","MN","","PART 91: GENERAL AVIATION","","","CESSNA","210","M","FINAL","MINOR","EMERGENCY DESCENT/LANDING"
"CHI02LA130","N9135C","31234","ACCIDENT","09-MAY-02","NE","GRANT COUNTY","PART 91: GENERAL AVIATION","","","CESSNA","180","UNDESIGNATED SERIES","FINAL","NONE","LANDING - ROLL"
"CHI02LA131","N169LM","E1696135","ACCIDENT","10-MAY-02","IL","SKY SOARING","PART 91: GENERAL AVIATION","","","","","","FINAL","SERIOUS","TAKEOFF"
"CHI02LA132","N48485","44B","ACCIDENT","09-MAY-02","NE","","PART 137: AGRICULTURAL","","AG FLIGHT INC","GRUMMAN","G164","B","FINAL","NONE","MANEUVERING - AERIAL APPLICATION"
"CHI02LA133","N4224X","1985R","ACCIDENT","10-MAY-02","WI","","PART 137: AGRICULTURAL","","AGRICAIR LLC","AYRES","S2R","UNDESIGNATED SERIES","FINAL","NONE","MANEUVERING"
"CHI02LA134","N85258","7FC-332","ACCIDENT","11-MAY-02","WI","BRENNAND","PART 91: GENERAL AVIATION","","","CHAMPION","7FC","NO SERIES EXISTS","FINAL","SERIOUS","LANDING"
"CHI02LA135","N976SB","22-1395","ACCIDENT","10-MAY-02","MN","CRYSTAL","PART 91: GENERAL AVIATION","","","MOONEY","M20F","NO SERIES EXISTS","FINAL","NONE","GO-AROUND (VFR)"
"CHI02LA136","N210AB","21064384","ACCIDENT","19-MAY-02","IL","LAKE IN THE HILLS","PART 91: GENERAL AVIATION","","","CESSNA","T210","N","FINAL","MINOR","TAKEOFF - ABORTED"
"CHI02LA137","N8442A","28-8211006","ACCIDENT","19-MAY-02","IN","TRI-STATE STEUBEN COUNTY","PART 91: GENERAL AVIATION","","","PIPER","PA28","236","FINAL","MINOR","EMERGENCY LANDING"
"CHI02LA138","N8657J","15066557","ACCIDENT","19-MAY-02","WI","KENOSHA RGNL","PART 91: GENERAL AVIATION","","","CESSNA","150","G","FINAL","MINOR","APPROACH - VFR PATTERN - FINAL APPROACH"
"CHI02LA139","N5143C","9258250HK0036","ACCIDENT","20-MAY-02","MI","GRANT","PART 91: GENERAL AVIATION","","","","","","FINAL","NONE","APPROACH"
"CHI02LA141","N4747Q","185-1201","ACCIDENT","23-MAY-02","MN","GRAND MARAIS/COOK COUNTY","PART 91: GENERAL AVIATION","","","CESSNA","A185","E","FINAL","NONE","TAKEOFF - ROLL/RUN"
"CHI02LA142","N1915B","3355","ACCIDENT","24-MAY-02","IN","","PART 91: GENERAL AVIATION","","","BELL","47G","4","FINAL","NONE","TAKEOFF"
"CHI02LA143","N2188X","ERR1","ACCIDENT","25-MAY-02","KS","HAMILTON FIELD","PART 91: GENERAL AVIATION","","","","","","FINAL","MINOR","TAKEOFF - INITIAL CLIMB"
"CHI02LA144","N54CK","135","ACCIDENT","28-MAY-02","MI","WILLOW RUN","PART 91: GENERAL AVIATION","","KALITTA AIR","MITSUBISHI","MU2B","20","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI02LA146","N3027F","18257127","ACCIDENT","31-MAY-02","WI","CARHART FARMS","PART 91: GENERAL AVIATION","","","CESSNA","182","J","FINAL","NONE","APPROACH - VFR PATTERN - FINAL APPROACH"
"CHI02LA147","NC662Y","3228","ACCIDENT","02-JUN-02","KS","RENNER FLD /GOODLAND MUNI/","PART 91: GENERAL AVIATION","","","WACO","ASO","NO SERIES EXISTS","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI02LA150","N5360P","24-409","ACCIDENT","31-MAY-02","IL","SPARTA COMMUNITY-HUNTER FIELD","PART 91: GENERAL AVIATION","","","PIPER","PA24","250","FINAL","NONE","CRUISE"
"CHI02LA152","N7835","786","ACCIDENT","05-JUN-02","ND","","PART 137: AGRICULTURAL","","HART FLYING SERVICE INC","GRUMMAN","G164","A","FINAL","NONE","LANDING"
"CHI02LA153","N7821Z","15059921","ACCIDENT","06-JUN-02","MN","ANOKA COUNTY-BLAINE ARPT(JANES FIELD)","PART 91: GENERAL AVIATION","","","CESSNA","150","C","FINAL","NONE","LANDING"
"CHI02LA154","N201Y","24-1206","ACCIDENT","06-JUN-02","MN","CRYSTAL","PART 91: GENERAL AVIATION","","NORTHLAND AIRCRAFT SERVICES","MOONEY","M20J","NO SERIES EXISTS","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI02LA155","N46899","O58B-4502","ACCIDENT","08-JUN-02","IN","ALEXANDRIA","PART 91: GENERAL AVIATION","","","AERONCA","O58B","NO SERIES EXISTS","FINAL","SERIOUS","LANDING"
"CHI02LA156","N76WH","756","ACCIDENT","04-JUL-02","MN","","PART 91: GENERAL AVIATION","","","DENNEY","KITFOX","III","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"CHI02LA157","N63KP","30029C","ACCIDENT","08-JUN-02","IN","","PART 91: GENERAL AVIATION","","","MAULE","M7","260C","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"CHI02LA158","N352GF","D-625","ACCIDENT","09-JUN-02","WI","LAKEWOOD LODGE","PART 91: GENERAL AVIATION","","","BEECH","35","B35","FINAL","NONE","TAKEOFF"
"CHI02LA159","N71PE","1035","ACCIDENT","11-JUN-02","SD","HOT SPRINGS MUNI","PART 91: GENERAL AVIATION","","","","","","FINAL","FATAL","TAKEOFF - INITIAL CLIMB"
"CHI02LA160","N8717H","4-717","ACCIDENT","09-JUN-02","MN","FOREST LAKE","PART 91: GENERAL AVIATION","","","NAVION","NAVION","A","FINAL","MINOR","TAKEOFF"
"CHI02LA161","N756TK","R18201150","ACCIDENT","07-JUN-02","IL","DACY","PART 91: GENERAL AVIATION","","","CESSNA","182","R","FINAL","NONE","LANDING - ROLL"
"CHI02LA162","N38709","32R-7780463","ACCIDENT","13-JUN-02","KS","BEAUMONT HOTEL","PART 91: GENERAL AVIATION","","","PIPER","PA32R","300","FINAL","NONE","TAKEOFF"
"CHI02LA163","N8542D","3546","ACCIDENT","11-JUN-02","MN","","PART 137: AGRICULTURAL","","SCOTTS HELICOPTER SERVICE INC","BELL","47G","2A1","FINAL","MINOR","MANEUVERING - AERIAL APPLICATION"
"CHI02LA164","N2532N","38-79A0902","ACCIDENT","13-JUN-02","MO","ROSECRANS MEMORIAL","PART 91: GENERAL AVIATION","","","PIPER","PA38","112","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI02LA165","N598HL","1734","ACCIDENT","15-JUN-02","MN","","PART 91: GENERAL AVIATION","","","DENNEY","KITFOX","IV1200","FINAL","NONE","CRUISE"
"CHI02LA166","N915D","100","ACCIDENT","16-JUN-02","IL","FRASCA FIELD","PART 91: GENERAL AVIATION","","","","","","FINAL","FATAL","TAKEOFF - INITIAL CLIMB"
"CHI02LA167","N5953R","17253622","ACCIDENT","16-JUN-02","MO","BUTLER MEMORIAL","PART 91: GENERAL AVIATION","","","CESSNA","172","G","FINAL","MINOR","EMERGENCY LANDING"
"CHI02LA168","N145JB","001","ACCIDENT","15-JUN-02","MO","SKYHAVEN","PART 91: GENERAL AVIATION","","","","","","FINAL","MINOR","TAKEOFF - ROLL/RUN"
"CHI02LA169","N40051","5096","ACCIDENT","16-JUN-02","WI","","PART 91: GENERAL AVIATION","","","LINDSTRAND","LBL90A","NO SERIES EXISTS","FINAL","SERIOUS","LANDING"
"CHI02LA170","N140NJ","49931","ACCIDENT","16-JUN-02","MO","KANSAS CITY INTL","PART 121: AIR CARRIER","SCHEDULED","VANGUARD AIRLINES INC","DOUGLAS","DC9","82","FINAL","NONE","UNKNOWN"
"CHI02LA171","N816DJ","H091","ACCIDENT","18-JUN-02","MI","JERRY TYLER MEMORIAL","PART 91: GENERAL AVIATION","","","FISHER","HORIZON","I","FINAL","NONE","LANDING"
"CHI02LA173","N911ND","LJ-774","ACCIDENT","27-JUN-02","MN","ROSEAU MUNI/RUDY BILLBERG FIELD","PART 91: GENERAL AVIATION","","WEATHER MODIFICATION INC","BEECH","90","UNDESIGNATED SERIES","FINAL","NONE","LANDING"
"CHI02LA175","N4808F","17273084","ACCIDENT","20-JUN-02","MN","CRYSTAL","PART 91: GENERAL AVIATION","","","CESSNA","172","N","FINAL","NONE","TAXI - FROM LANDING"
"CHI02LA176","N38057","B-010","ACCIDENT","26-JUN-02","MN","OWATONNA DEGNER RGNL","PART 91: GENERAL AVIATION","","","","","","FINAL","FATAL","APPROACH - VFR PATTERN - DOWNWIND"
"CHI02LA178","N4833N","18267403","ACCIDENT","14-JUN-02","SD","HAROLD DAVIDSON FIELD","PART 91: GENERAL AVIATION","","","CESSNA","182","Q","FINAL","NONE","LANDING"
"CHI02LA179","N877TC","80775","ACCIDENT","30-JUN-02","NE","MILLARD","PART 91: GENERAL AVIATION","","","VANS","RV8","UNDESIGNATED SERIES","FINAL","NONE","EMERGENCY LANDING"
"CHI02LA180","N699S","5446","ACCIDENT","29-JUN-02","MN","","PART 91: GENERAL AVIATION","","","NEW GLASAIR","GLASTAR","NO SERIES EXISTS","FINAL","SERIOUS","TAKEOFF - INITIAL CLIMB"
"CHI02LA181","N60EA","2068","ACCIDENT","06-JUL-02","MI","","PART 91: GENERAL AVIATION","","PHOENIX PRECISION AIR LLC","BELL","206","B","FINAL","NONE","EMERGENCY LANDING AFTER TAKEOFF"
"CHI02LA185","N2882","1","ACCIDENT","06-JUL-02","KS","JOHNSON COUNTY EXECUTIVE","PART 91: GENERAL AVIATION","","","EAA","BIPLANE","P1","FINAL","MINOR","APPROACH"
"CHI02LA186","N175HL","55002","ACCIDENT","08-JUL-02","MO","","PART 91: GENERAL AVIATION","","","CESSNA","175","UNDESIGNATED SERIES","FINAL","NONE","TAKEOFF - INITIAL CLIMB"
"CHI02LA187","N621AF","15284944","ACCIDENT","10-JUL-02","MI","","PART 91: GENERAL AVIATION","","AMERICAN FLIGHT AND TECHNOLOGY CENTER","CESSNA","152","NO SERIES EXISTS","FINAL","NONE","CRUISE"
"CHI02LA188","N5061J","310R0181","ACCIDENT","11-JUL-02","MI","JACKSON COUNTY-REYNOLDS FIELD","PART 91: GENERAL AVIATION","","","CESSNA","310","R","FINAL","MINOR","LANDING - FLARE/TOUCHDOWN"
"CHI02LA190","N8798S","15062098","ACCIDENT","10-JUL-02","IN","FORT WAYNE INTERNATIONAL","PART 91: GENERAL AVIATION","","","CESSNA","150","F","FINAL","NONE","TAKEOFF"
"CHI02LA195","N34321","65","ACCIDENT","20-JUL-02","WI","","PART 91: GENERAL AVIATION","","","","","","FINAL","NONE","CRUISE"
"CHI02LA204","N840B","6772","ACCIDENT","17-JUL-02","MO","FARMINGTON REGIONAL","PART 91: GENERAL AVIATION","","","LUSCOMBE","8","F","FINAL","NONE","LANDING - ROLL"
"CHI02LA205","N8220N","28-25424","ACCIDENT","19-JUL-02","MO","EL DORADO SPRINGS MEMORIAL","PART 91: GENERAL AVIATION","","","PIPER","PA28","140","FINAL","SERIOUS","TAKEOFF"
"CHI02LA206","N60747","1000","ACCIDENT","22-JUL-02","KS","PRATT RGNL","PART 137: AGRICULTURAL","","FARMERS SPRAYING SERVICE INC","AIR TRACTOR","AT401","B","FINAL","NONE","MANEUVERING - AERIAL APPLICATION"
"CHI02LA207","N5359D","180-50257","ACCIDENT","22-JUL-02","NE","SEARLE FIELD","PART 91: GENERAL AVIATION","","","CESSNA","180","A","FINAL","NONE","TAKEOFF"
"CHI02LA208","N897TH","0065","ACCIDENT","20-JUL-02","MN","","PART 91: GENERAL AVIATION","","","SCHWEIZER","269C","1","FINAL","NONE","TAKEOFF"
"CHI02LA209","N6162G","D7574","ACCIDENT","24-JUL-02","MN","AIRLAKE","PART 91: GENERAL AVIATION","","LYNCH AVIATION","BEECH","35","S35","FINAL","NONE","LANDING - ROLL"
"CHI02LA210","N22PB","402B0243","ACCIDENT","23-JUL-02","MO","LAMBERT-ST LOUIS INTL","PART 135: AIR TAXI & COMMUTER","NON-SCHEDULED","MULTI-AERO INC","CESSNA","402","B","FINAL","NONE","TAXI - FROM LANDING"
"CHI02LA212","N5296","580","ACCIDENT","24-JUL-02","NE","","PART 137: AGRICULTURAL","","REINEKE, LARRY THOMAS","GRUMMAN","G164","UNDESIGNATED SERIES","FINAL","NONE","CLIMB - TO CRUISE"
"CHI02LA213","N1296W","1004","ACCIDENT","24-JUL-02","IL","","PART 137: AGRICULTURAL","","HENDRICKSON FLYING SERVICE","WEATHERLY","201","C","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI02LA216","N2867W","3002","ACCIDENT","27-JUL-02","SD","CUSTER STATE PARK","PART 91: GENERAL AVIATION","","","","","","FINAL","SERIOUS","LANDING - FLARE/TOUCHDOWN"
"CHI02LA218","N756CS","R18201041","ACCIDENT","27-JUL-02","MI","","PART 91: GENERAL AVIATION","","","CESSNA","TR182","NO SERIES EXISTS","FINAL","SERIOUS","EMERGENCY DESCENT/LANDING"
"CHI02LA219","N90TC","30-147","ACCIDENT","29-JUL-02","KS","ABILENE MUNI","PART 91: GENERAL AVIATION","","","PIPER","PA30","NO SERIES EXISTS","FINAL","NONE","TAKEOFF"
"CHI02LA220","N1086V","R1722111","ACCIDENT","28-JUL-02","MI","DALTON","PART 91: GENERAL AVIATION","","","CESSNA","R172","K","FINAL","NONE","TAKEOFF"
"CHI02LA221","N3167P","301-0553","ACCIDENT","26-JUL-02","MN","","PART 137: AGRICULTURAL","","ULEN AVIATION","AIR TRACTOR","AT301","NO SERIES EXISTS","FINAL","MINOR","TAKEOFF"
"CHI02LA222","N176H","138","ACCIDENT","30-JUL-02","WI","WITTMAN RGNL","PART 91: GENERAL AVIATION","","","","","","FINAL","SERIOUS","CLIMB"
"CHI02LA223","N9639G","18801575","ACCIDENT","30-JUL-02","KS","","PART 137: AGRICULTURAL","","ELLINWOOD FLYING SERVICE INC","CESSNA","A188","B","FINAL","NONE","MANEUVERING - AERIAL APPLICATION"
"CHI02LA225","N2070N","12306","ACCIDENT","23-JUL-02","MN","COOK MUNI","PART 91: GENERAL AVIATION","","","CESSNA","140","UNDESIGNATED SERIES","FINAL","NONE","LANDING - FLARE/TOUCHDOWN"
"CHI02LA226","N1029G","060","ACCIDENT","01-AUG-02","KS","","PART 91: GENERAL AVIATION","","","PIETENPOL","AIRCAMPER","NO SERIES EXISTS","FINAL","NONE","LANDING - ABORTED"
"CHI02LA227","N29FJ","7-0513","ACCIDENT","31-JUL-02","IA","","PART 91: GENERAL AVIATION","","","PITTS","S1","D","FINAL","NONE","MANEUVERING"
"CHI02LA229","N3522A","22-1794","ACCIDENT","02-AUG-02","WI","WAG-AERO","PART 91: GENERAL AVIATION","","","PIPER","PA22","135","FINAL","MINOR","TAKEOFF"
"CHI02LA230","N94431","5077","ACCIDENT","03-AUG-02","WI","PALMYRA MUNI","PART 91: GENERAL AVIATION","","","ERCOUPE","G","NO SERIES EXISTS","FINAL","NONE","LANDING"
"CHI02LA232","N464AC","33186","ACCIDENT","02-AUG-02","IL","RANTOUL NATL AVN CNTR-FRANK ELLIOTT FLD","PART 91: GENERAL AVIATION","","AIR CENTER HELICOPTERS INC","BELL","412","UNDESIGNATED SERIES","FINAL","FATAL","TAKEOFF"
"CHI02LA235","N11LP","1850574","ACCIDENT","04-AUG-02","MN","","PART 91: GENERAL AVIATION","","NORTHERN AIRLINES","CESSNA","185","B","FINAL","MINOR","TAKEOFF"
"CHI02LA236","N739VN","17270842","ACCIDENT","04-AUG-02","NE","SIDNEY MUNICIPAL","PART 91: GENERAL AVIATION","","","CESSNA","172","N","FINAL","NONE","TAKEOFF"
"CHI02LA238","N8444K","716B","ACCIDENT","06-AUG-02","MI","","PART 137: AGRICULTURAL","","LUTES FLYING SERVICE INC","GRUMMAN","G164","B","FINAL","NONE","MANEUVERING"
"CHI02LA240","N6995S","15067695","ACCIDENT","06-AUG-02","IA","DYERSVILLE AREA","PART 91: GENERAL AVIATION","","","CESSNA","150","H","FINAL","NONE","APPROACH"
